host_is_superhost,host_has_profile_pic,host_identity_verified,neighbourhood_group_cleansed,latitude,longitude,room_type,accommodates,bathroom_share_or_not,bedrooms,beds,minimum_nights,maximum_nights,number_of_reviews,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable,reviews_per_month,bathrooms,Price,Pool,BabyBath,BabyMonitor,LakeAccess,BeachFront,Piano
0,1,0,1,40.70936,-73.96564000000001,0,2,0,1.0,1.0,3,8,4,100.0,10.0,9.0,10.0,10.0,10.0,10.0,0,0.32,2,6,0,0,0,0,0,0
0,1,1,3,40.75185,-73.90427,2,2,0,1.0,1.0,2,90,19,94.0,10.0,10.0,10.0,10.0,10.0,9.0,0,1.47,2,4,0,0,0,0,0,0
1,1,1,3,40.72872,-73.87756,3,1,1,1.0,4.0,7,1125,2,100.0,10.0,8.0,10.0,10.0,10.0,10.0,0,0.18,1,3,0,0,0,0,0,0
1,1,1,2,40.83717,-73.94391999999999,0,3,0,2.0,2.0,3,28,12,98.0,10.0,10.0,10.0,10.0,10.0,10.0,1,0.98,1,5,0,0,0,0,0,0
1,1,1,3,40.76658,-73.93095,2,6,1,1.0,4.0,1,1125,30,97.0,10.0,9.0,10.0,10.0,10.0,10.0,1,2.31,1,4,0,0,0,0,0,0
0,1,1,3,40.75093,-73.88746,2,2,1,1.0,1.0,1,1125,21,94.0,10.0,9.0,10.0,10.0,10.0,9.0,1,1.62,1,4,0,0,0,0,0,0
0,1,1,3,40.74123,-73.81389,2,2,1,1.0,1.0,2,1125,6,80.0,7.0,6.0,9.0,8.0,9.0,8.0,0,0.49,2,4,0,0,0,0,0,0
0,1,0,1,40.6959,-73.90826,2,2,0,1.0,1.0,1,5,5,100.0,10.0,9.0,10.0,10.0,10.0,10.0,1,0.41,1,4,0,0,0,0,0,0
1,1,1,1,40.70456,-73.94226,2,1,0,1.0,1.0,10,90,1,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0,0.08,2,3,0,0,0,0,0,0
1,1,0,3,40.76401,-73.92148,2,2,1,1.0,1.0,1,7,10,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0,0.84,1,4,0,0,0,0,0,0
1,1,1,1,40.70115,-73.91978,2,2,0,1.0,2.0,2,14,20,96.0,10.0,9.0,10.0,10.0,10.0,10.0,0,1.56,1,4,0,0,0,0,0,0
0,1,1,1,40.6211,-73.95652,0,7,0,2.0,4.0,2,28,47,94.0,10.0,10.0,10.0,10.0,9.0,10.0,0,3.65,1,5,0,0,0,0,0,0
0,1,1,1,40.63499,-73.965,2,2,1,1.0,1.0,2,7,4,95.0,10.0,10.0,9.0,10.0,9.0,10.0,0,0.32,1,4,0,0,0,0,0,0
0,1,1,1,40.69291,-73.95399,2,2,1,1.0,1.0,2,15,2,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0,0.18,2,4,0,0,0,0,0,0
0,1,1,2,40.7597,-73.99211,0,3,0,1.0,0.0,3,70,5,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0,0.4,1,5,0,0,0,0,0,0
1,1,0,1,40.68411,-73.94649,0,2,0,1.0,1.0,5,1125,13,97.0,10.0,9.0,10.0,10.0,10.0,10.0,1,1.02,1,5,0,0,0,0,0,0
0,1,1,2,40.73059,-73.98289,0,2,0,1.0,1.0,30,90,4,100.0,10.0,10.0,10.0,10.0,10.0,9.0,1,0.32,1,5,0,0,0,0,0,0
0,1,1,3,40.74487,-73.91283,2,2,1,1.0,1.0,1,120,36,94.0,9.0,9.0,10.0,9.0,10.0,9.0,1,2.78,2,4,0,0,0,0,0,0
1,1,1,3,40.68225,-73.79468,0,6,0,2.0,2.0,1,1125,23,98.0,10.0,10.0,10.0,10.0,9.0,10.0,1,3.33,1,5,0,0,0,0,0,0
1,1,1,0,40.82714,-73.9208,0,3,0,1.0,1.0,2,4,13,98.0,10.0,10.0,10.0,10.0,10.0,10.0,0,1.03,1,5,0,0,0,0,0,0
1,1,1,3,40.72891,-73.87743,3,1,1,1.0,0.0,30,1125,3,87.0,9.0,8.0,9.0,9.0,9.0,9.0,0,0.26,1,3,0,0,0,0,0,0
0,1,1,3,40.75185,-73.90427,2,2,1,1.0,1.0,2,90,16,96.0,10.0,10.0,10.0,10.0,10.0,10.0,0,1.23,1,4,0,0,0,0,0,0
0,1,1,3,40.75185,-73.90427,2,2,1,1.0,1.0,2,90,25,94.0,10.0,10.0,10.0,10.0,10.0,10.0,0,1.94,1,4,0,0,0,0,0,0
0,1,1,2,40.71812,-73.98221,0,2,0,1.0,1.0,1,1125,3,93.0,10.0,9.0,10.0,10.0,10.0,10.0,1,0.26,1,5,0,0,0,0,0,0
0,1,1,2,40.729079999999996,-73.98765999999999,0,3,0,1.0,1.0,4,35,8,100.0,10.0,10.0,10.0,10.0,10.0,9.0,0,0.65,1,6,0,0,0,0,0,0
0,1,1,1,40.66465,-73.99506,2,2,0,3.0,3.0,4,1125,21,94.0,9.0,10.0,10.0,10.0,10.0,9.0,1,1.72,1,5,0,0,0,0,0,0
0,1,1,1,40.69133,-73.94228000000001,3,3,1,1.0,3.0,30,1125,2,90.0,10.0,9.0,10.0,9.0,9.0,9.0,1,0.19,3,3,0,0,0,0,0,0
0,1,1,2,40.788540000000005,-73.96815,0,6,0,1.0,2.0,3,180,7,97.0,10.0,9.0,9.0,10.0,10.0,10.0,1,1.05,1,5,0,0,0,0,0,0
0,1,1,1,40.68316,-73.93155,0,3,0,1.0,3.0,1,25,21,70.0,8.0,6.0,9.0,9.0,9.0,7.0,0,2.57,1,4,0,0,0,0,0,0
0,1,1,1,40.703359999999996,-73.9348,2,1,1,1.0,1.0,4,1125,4,95.0,9.0,10.0,10.0,10.0,10.0,9.0,0,0.32,1,4,0,0,0,0,0,0
0,1,1,1,40.695370000000004,-73.94758,2,2,1,1.0,1.0,1,1125,44,93.0,10.0,9.0,10.0,9.0,10.0,9.0,0,3.44,1,4,0,0,0,0,0,0
0,1,1,1,40.68265,-73.91037,2,2,1,1.0,1.0,30,1125,1,100.0,10.0,10.0,10.0,10.0,10.0,10.0,1,0.08,5,4,0,0,0,0,0,0
0,1,1,1,40.68261,-73.91041,2,1,1,1.0,1.0,30,1125,1,100.0,10.0,10.0,10.0,10.0,6.0,8.0,1,0.08,5,4,0,0,0,0,0,0
1,1,0,1,40.668440000000004,-73.95659,2,2,1,1.0,1.0,1,14,15,96.0,10.0,10.0,10.0,10.0,9.0,9.0,1,1.25,1,4,0,0,0,0,0,0
0,1,1,1,40.66467,-73.9257,2,2,1,1.0,1.0,1,1125,16,85.0,9.0,8.0,9.0,9.0,9.0,9.0,1,1.23,1,4,0,0,0,0,0,0
0,1,1,1,40.68294,-73.9108,2,2,1,1.0,1.0,30,1125,1,40.0,8.0,10.0,10.0,2.0,8.0,6.0,1,0.25,5,4,0,0,0,0,0,0
0,1,0,1,40.69453,-73.97128000000001,0,2,0,1.0,1.0,4,100,4,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0,0.33,1,5,0,0,0,0,0,0
0,1,1,3,40.76562,-73.92668,2,2,1,1.0,1.0,2,30,12,98.0,10.0,10.0,10.0,10.0,10.0,10.0,1,0.94,1,4,0,0,0,0,0,0
0,1,1,1,40.71915,-73.95725999999999,2,1,1,1.0,1.0,3,30,2,100.0,10.0,10.0,10.0,10.0,10.0,10.0,1,0.17,3,4,0,0,0,0,0,0
1,1,0,1,40.690459999999995,-73.93271,2,1,1,1.0,1.0,2,7,15,93.0,9.0,9.0,9.0,9.0,9.0,9.0,1,1.24,1,4,0,0,0,0,0,0
1,1,1,1,40.7136,-73.95979,0,2,0,1.0,1.0,3,90,3,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0,0.25,1,5,0,0,0,0,0,0
0,1,0,1,40.6729,-73.87676,0,4,0,1.0,2.0,2,25,46,95.0,9.0,10.0,10.0,10.0,9.0,9.0,0,3.63,1,5,0,0,0,0,0,0
1,1,1,2,40.86853,-73.91915,2,2,1,1.0,1.0,1,1125,23,97.0,10.0,9.0,10.0,10.0,10.0,10.0,1,1.88,3,4,0,0,0,0,0,0
1,1,0,1,40.69341,-73.97131,2,5,1,2.0,2.0,1,1125,18,96.0,10.0,9.0,10.0,10.0,10.0,10.0,0,1.41,1,5,0,0,0,0,0,0
0,1,1,1,40.69208,-73.92924000000001,2,2,0,1.0,1.0,1,1125,5,100.0,10.0,10.0,10.0,10.0,10.0,9.0,0,0.4,1,5,0,0,0,0,0,0
1,1,1,3,40.71062,-73.73593000000001,0,4,0,2.0,2.0,2,1125,39,99.0,10.0,10.0,10.0,10.0,10.0,10.0,0,3.14,1,5,0,0,0,0,0,0
0,1,1,1,40.66375,-73.98391,0,2,0,1.0,0.0,4,1125,4,95.0,10.0,9.0,10.0,10.0,10.0,10.0,1,0.34,1,5,0,0,0,0,0,0
1,1,1,3,40.75792,-73.88972,0,6,0,3.0,6.0,2,31,34,96.0,10.0,9.0,9.0,9.0,10.0,10.0,0,2.77,2,6,0,0,0,0,0,0
0,1,0,1,40.69534,-73.91323,2,1,1,1.0,1.0,3,1125,3,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0,0.25,1,4,0,0,0,0,0,0
0,1,1,1,40.71348,-73.946,0,2,0,1.0,0.0,30,1125,1,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0,0.08,1,5,0,0,0,0,0,0
0,1,1,1,40.690259999999995,-73.96837,0,2,0,1.0,1.0,4,29,3,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0,0.24,3,6,0,0,0,0,0,0
0,1,1,3,40.77812,-73.90588000000001,0,3,0,1.0,2.0,1,1125,48,87.0,9.0,9.0,10.0,9.0,10.0,9.0,0,3.75,1,4,0,0,0,0,0,0
1,1,1,1,40.6521,-73.94823000000001,2,2,1,1.0,1.0,1,62,1,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0,0.1,1,4,0,0,0,0,0,0
1,1,1,3,40.75642,-73.88231999999999,2,2,0,1.0,1.0,7,1125,21,98.0,10.0,10.0,10.0,10.0,10.0,10.0,1,2.49,1,4,0,0,0,0,0,0
0,1,1,0,40.845859999999995,-73.78265999999999,2,2,0,1.0,1.0,90,180,7,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0,0.55,1,4,1,0,0,0,0,0
0,1,1,1,40.67442,-73.87822,0,4,0,1.0,1.0,5,1125,12,88.0,9.0,10.0,10.0,10.0,9.0,9.0,0,1.24,1,4,0,0,0,0,0,0
0,1,1,3,40.76793,-73.90893,2,2,1,1.0,1.0,1,20,1,100.0,10.0,10.0,10.0,10.0,10.0,10.0,1,0.08,1,4,0,0,0,0,0,0
1,1,1,1,40.70528,-73.92813000000001,0,3,0,1.0,1.0,1,1125,117,98.0,10.0,10.0,10.0,10.0,10.0,9.0,0,9.14,1,5,0,0,0,0,0,0
0,1,1,2,40.79572,-73.96329,0,4,0,2.0,3.0,30,365,5,92.0,10.0,9.0,10.0,10.0,10.0,8.0,0,0.49,1,5,0,0,0,0,0,0
1,1,1,3,40.76526,-73.91554000000001,2,1,1,1.0,1.0,2,30,30,98.0,10.0,10.0,10.0,10.0,10.0,10.0,1,2.48,1,4,0,0,0,0,0,0
1,1,0,2,40.81303,-73.94594000000001,2,2,1,1.0,1.0,5,1125,3,100.0,10.0,9.0,9.0,9.0,9.0,9.0,1,0.24,1,4,0,0,0,0,0,0
1,1,1,1,40.68032,-73.95055,2,1,1,1.0,1.0,2,60,16,99.0,10.0,10.0,10.0,10.0,10.0,10.0,1,1.51,1,4,0,0,0,0,0,0
0,1,1,1,40.724509999999995,-73.95018,0,2,0,1.0,1.0,2,5,3,100.0,10.0,10.0,10.0,10.0,10.0,9.0,0,0.24,1,5,0,0,0,0,0,0
0,1,1,3,40.72587,-73.85748000000001,0,4,0,1.0,2.0,2,30,2,90.0,10.0,7.0,7.0,10.0,10.0,10.0,0,0.16,1,4,0,0,0,0,0,0
0,1,1,1,40.72376,-73.94145,3,3,1,1.0,3.0,30,1125,1,100.0,10.0,10.0,10.0,10.0,10.0,10.0,1,0.12,2,3,0,0,0,0,0,0
0,1,1,2,40.72432,-73.98980999999999,2,2,1,2.0,2.0,1,30,2,100.0,9.0,9.0,10.0,10.0,9.0,10.0,1,0.19,1,4,0,0,0,0,0,0
1,1,1,1,40.63773,-73.91991999999999,0,4,0,2.0,2.0,3,1125,14,99.0,10.0,10.0,10.0,10.0,10.0,10.0,0,1.13,1,5,0,0,0,0,0,0
0,1,1,1,40.722970000000004,-73.94155,3,3,1,1.0,3.0,30,1125,2,80.0,8.0,8.0,10.0,8.0,9.0,8.0,1,0.17,2,3,0,0,0,0,0,0
0,1,1,1,40.70836,-73.92141,2,2,1,1.0,1.0,1,5,4,100.0,10.0,9.0,10.0,10.0,10.0,10.0,0,0.33,1,4,0,0,0,0,0,0
1,1,0,1,40.70831,-73.941,0,3,0,1.0,1.0,3,60,26,98.0,10.0,10.0,10.0,10.0,10.0,10.0,0,2.06,1,5,0,0,0,0,0,0
0,1,0,1,40.67935,-73.92475,0,3,0,1.0,1.0,3,30,4,80.0,9.0,9.0,8.0,8.0,9.0,8.0,0,0.33,1,5,0,0,0,0,0,0
0,1,1,1,40.66829,-73.94991999999999,0,2,0,1.0,1.0,3,15,5,100.0,10.0,10.0,10.0,10.0,10.0,10.0,1,0.44,1,5,0,0,0,0,0,0
0,1,1,2,40.787440000000004,-73.9464,2,1,1,1.0,1.0,4,90,3,73.0,8.0,7.0,10.0,9.0,9.0,7.0,0,0.26,1,5,0,0,0,0,0,0
0,1,1,0,40.81711,-73.81748,0,4,0,2.0,3.0,2,13,16,91.0,10.0,10.0,10.0,10.0,9.0,9.0,0,1.39,1,4,0,0,0,0,0,0
0,1,0,1,40.67351,-73.95152,2,2,0,1.0,1.0,2,1125,6,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0,0.51,1,4,0,0,0,0,0,0
0,1,1,2,40.81739,-73.93831,3,5,1,1.0,5.0,1,1125,10,93.0,10.0,10.0,10.0,10.0,10.0,10.0,1,0.83,1,4,0,0,0,0,0,0
0,1,1,1,40.72356,-73.94039000000001,3,3,1,1.0,3.0,30,1125,2,100.0,9.0,10.0,8.0,10.0,10.0,10.0,1,0.86,2,3,0,0,0,0,0,0
0,1,1,2,40.72636,-73.98284,0,3,0,1.0,1.0,1,1125,32,87.0,9.0,9.0,9.0,9.0,8.0,8.0,1,2.53,0,4,0,0,0,0,0,0
0,1,1,2,40.724270000000004,-73.98329,2,3,1,1.0,1.0,1,1125,28,86.0,10.0,10.0,9.0,10.0,10.0,9.0,1,2.27,0,4,0,0,0,0,0,0
0,1,1,1,40.6844,-73.98598,0,4,0,2.0,2.0,4,9,2,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0,0.17,1,5,0,0,0,0,0,0
1,1,1,2,40.82078,-73.94635,2,2,1,1.0,1.0,2,21,8,98.0,10.0,10.0,10.0,10.0,10.0,10.0,0,0.73,1,4,0,0,0,0,0,0
1,1,1,2,40.797990000000006,-73.9616,2,2,1,1.0,1.0,2,365,37,98.0,10.0,10.0,10.0,10.0,10.0,10.0,0,3.02,1,5,0,0,0,0,0,0
0,1,1,1,40.68046,-73.94485,3,3,1,1.0,3.0,30,1125,4,80.0,9.0,9.0,10.0,8.0,8.0,9.0,1,0.35,3,3,0,0,0,0,0,0
1,1,1,2,40.85267,-73.93603,2,2,1,1.0,3.0,3,31,22,98.0,10.0,10.0,10.0,10.0,10.0,10.0,1,1.76,1,5,0,0,0,0,0,0
0,1,1,1,40.68435,-73.96354000000001,0,2,0,1.0,1.0,2,1125,2,100.0,10.0,9.0,10.0,10.0,10.0,10.0,1,0.16,1,5,0,0,0,0,0,0
1,1,1,2,40.82067,-73.94519,2,2,1,1.0,1.0,2,14,4,90.0,10.0,10.0,10.0,10.0,10.0,9.0,0,0.33,1,4,0,0,0,0,0,0
0,1,1,1,40.6121,-73.91976,2,2,1,1.0,2.0,2,365,8,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0,0.66,1,4,0,0,0,0,0,0
0,1,1,1,40.73386,-73.95774,0,3,0,1.0,1.0,14,29,2,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0,0.18,2,5,0,0,0,0,0,0
0,1,1,1,40.660109999999996,-73.92857,0,4,0,2.0,2.0,1,5,30,90.0,9.0,9.0,10.0,10.0,9.0,9.0,1,2.39,1,4,0,0,0,0,0,0
0,1,1,2,40.71903,-74.00567,0,3,0,1.0,1.0,2,1125,4,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0,0.32,1,5,0,0,0,0,0,0
0,1,1,1,40.71367,-73.96515,0,2,0,1.0,1.0,3,1125,5,100.0,10.0,9.0,10.0,10.0,10.0,9.0,0,0.4,1,5,0,0,0,0,0,0
1,1,1,1,40.70596,-73.94858,2,2,0,1.0,1.0,1,1125,5,100.0,10.0,9.0,10.0,10.0,10.0,10.0,1,0.4,1,4,0,0,0,0,0,0
1,1,1,2,40.8211,-73.94566999999999,2,3,1,1.0,2.0,2,20,13,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0,1.07,1,4,0,0,0,0,0,0
0,1,1,3,40.76168,-73.82096,0,4,0,1.0,2.0,4,60,6,97.0,10.0,9.0,10.0,10.0,10.0,10.0,0,0.5,1,4,0,0,0,0,0,0
0,1,1,1,40.68351,-73.92867,2,4,0,2.0,3.0,5,15,3,87.0,8.0,7.0,10.0,10.0,10.0,8.0,0,0.25,1,5,0,0,0,0,0,0
0,1,1,2,40.7218,-73.98816,0,2,0,1.0,1.0,7,1125,9,98.0,10.0,10.0,10.0,10.0,10.0,9.0,1,0.76,1,6,0,0,0,0,0,0
1,1,1,3,40.68866,-73.7576,2,2,1,1.0,1.0,1,30,16,99.0,10.0,10.0,10.0,10.0,10.0,10.0,0,1.32,2,4,0,0,0,0,0,0
0,1,1,2,40.78629,-73.94247,2,1,1,1.0,0.0,1,1,6,84.0,10.0,7.0,10.0,10.0,10.0,8.0,1,0.48,1,5,0,0,0,0,0,0
0,1,1,2,40.743990000000004,-73.97140999999999,0,4,0,1.0,1.0,30,1125,3,100.0,10.0,10.0,10.0,10.0,9.0,10.0,1,0.34,1,5,0,0,0,0,0,0
0,1,1,3,40.68877,-73.85576,2,1,1,1.0,1.0,1,29,2,90.0,9.0,10.0,10.0,10.0,9.0,9.0,1,0.16,1,4,0,0,0,0,0,0
0,1,1,3,40.7716,-73.9245,0,5,0,2.0,3.0,2,28,9,93.0,10.0,8.0,10.0,9.0,10.0,10.0,1,0.73,1,5,0,0,0,0,0,0
1,1,1,2,40.77367,-73.95414,2,6,0,3.0,4.0,120,365,13,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0,1.07,3,5,0,0,0,0,0,0
1,1,1,2,40.74763,-73.97769,0,6,0,2.0,3.0,1,1125,76,98.0,10.0,10.0,10.0,10.0,10.0,9.0,1,6.06,1,6,0,0,0,0,0,0
1,1,1,1,40.70368,-73.91627,2,2,1,1.0,1.0,1,28,21,98.0,10.0,10.0,10.0,10.0,10.0,10.0,0,1.92,1,4,0,0,0,0,0,0
0,1,0,1,40.68572,-73.97896,2,2,1,1.0,1.0,2,14,1,100.0,10.0,10.0,10.0,8.0,10.0,10.0,0,0.11,1,5,0,0,0,0,0,0
0,1,1,2,40.79609,-73.94412,0,4,0,1.0,2.0,30,182,2,80.0,6.0,8.0,8.0,7.0,6.0,7.0,0,0.18,1,4,0,0,0,0,0,0
1,1,1,3,40.75199,-73.78686,2,2,1,1.0,1.0,3,15,4,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0,0.32,3,4,0,0,0,0,0,0
1,1,1,3,40.75117,-73.78765,0,11,0,5.0,7.0,3,14,2,100.0,9.0,10.0,10.0,10.0,10.0,10.0,0,0.3,5,6,0,0,0,0,0,0
1,1,0,0,40.88669,-73.85712,0,4,0,2.0,3.0,3,25,17,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0,1.38,1,5,0,0,0,0,0,0
1,1,0,1,40.63429,-73.94722,2,2,1,1.0,1.0,1,5,14,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0,1.17,2,5,0,0,0,0,0,0
0,1,1,1,40.69348,-73.96814,0,2,0,1.0,1.0,3,16,3,100.0,10.0,9.0,10.0,9.0,10.0,10.0,0,0.25,1,5,0,0,0,0,0,0
0,1,0,1,40.6716,-73.9865,0,2,0,1.0,1.0,5,1125,3,100.0,10.0,9.0,10.0,10.0,10.0,10.0,0,0.27,1,5,0,0,0,0,0,0
0,1,1,1,40.6794,-73.94946,2,2,1,1.0,1.0,2,7,7,97.0,10.0,10.0,9.0,10.0,10.0,9.0,0,0.58,1,4,0,0,0,0,0,0
0,1,0,2,40.73147,-74.00303000000001,2,2,1,1.0,1.0,1,1125,61,94.0,10.0,9.0,10.0,10.0,10.0,10.0,0,4.97,1,5,0,0,0,0,0,0
1,1,1,2,40.77278,-73.96146,0,2,0,1.0,1.0,28,1125,1,100.0,10.0,10.0,10.0,10.0,10.0,10.0,1,0.19,1,5,0,0,0,0,0,0
0,1,1,1,40.69912,-73.91183000000001,0,3,0,1.0,1.0,1,1125,7,97.0,10.0,9.0,10.0,10.0,10.0,10.0,1,0.56,1,5,0,0,0,0,0,0
0,1,1,1,40.71829,-73.95204,0,2,0,1.0,1.0,3,6,2,100.0,10.0,8.0,10.0,10.0,10.0,10.0,1,0.17,1,5,0,0,0,0,0,0
0,1,1,2,40.73344,-73.98843000000001,2,2,1,1.0,1.0,2,1125,27,87.0,9.0,7.0,9.0,10.0,10.0,9.0,1,2.21,1,5,0,0,0,0,0,0
1,1,0,2,40.845890000000004,-73.94207,2,2,0,1.0,1.0,2,1125,22,98.0,10.0,10.0,10.0,10.0,10.0,10.0,0,1.77,1,4,0,0,0,0,0,0
0,1,1,2,40.73307,-73.98642,2,2,1,5.0,1.0,2,200,33,89.0,9.0,8.0,10.0,10.0,10.0,9.0,1,2.74,1,5,0,0,0,0,0,0
0,1,1,2,40.731609999999996,-73.98679,2,2,1,1.0,1.0,2,1125,27,92.0,9.0,9.0,9.0,10.0,10.0,9.0,1,2.26,1,5,0,0,0,0,0,0
0,1,1,2,40.80138,-73.96266999999999,2,2,1,1.0,1.0,2,1125,28,84.0,9.0,8.0,9.0,9.0,9.0,9.0,1,2.33,2,5,0,0,0,0,0,0
0,1,1,2,40.80124,-73.96123,2,2,1,1.0,1.0,2,1125,36,90.0,9.0,9.0,10.0,9.0,10.0,9.0,1,3.0,2,4,0,0,0,0,0,0
0,1,1,1,40.687090000000005,-73.87599,2,3,1,1.0,1.0,2,22,11,87.0,9.0,10.0,9.0,9.0,9.0,9.0,1,0.99,1,4,0,0,0,0,0,0
0,1,0,1,40.70498,-73.93091,0,4,0,2.0,2.0,4,1125,2,100.0,9.0,9.0,10.0,10.0,9.0,9.0,1,0.17,1,5,0,0,0,0,0,0
1,1,0,3,40.585840000000005,-73.81342,0,6,0,2.0,5.0,3,1125,17,98.0,10.0,10.0,10.0,10.0,9.0,10.0,0,1.36,1,5,0,0,0,0,0,0
1,1,0,3,40.585840000000005,-73.81342,0,6,0,3.0,5.0,2,1125,13,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0,1.1,1,5,0,0,0,0,0,0
1,1,1,3,40.68289,-73.75989,0,3,0,1.0,1.0,2,1125,29,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0,2.35,1,4,0,0,0,0,0,0
1,1,1,1,40.67573,-73.88978,0,4,0,2.0,2.0,3,30,18,97.0,10.0,10.0,10.0,10.0,9.0,9.0,0,1.47,1,5,0,0,0,0,0,0
1,1,1,1,40.73255,-73.95792,0,4,0,2.0,2.0,4,40,8,95.0,10.0,10.0,10.0,10.0,10.0,9.0,1,0.65,1,5,0,0,0,0,0,0
0,1,0,0,40.8457,-73.88315,2,2,1,1.0,1.0,2,1125,1,20.0,2.0,2.0,2.0,2.0,2.0,2.0,1,0.09,1,4,0,0,0,0,0,0
0,1,1,2,40.72116,-73.99086,0,3,0,1.0,1.0,3,1125,1,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0,0.71,1,5,0,0,0,0,0,0
0,1,0,2,40.75093,-73.99514,0,2,0,1.0,1.0,2,1125,2,100.0,10.0,10.0,10.0,10.0,10.0,10.0,1,0.17,1,5,0,0,0,0,0,0
0,1,1,2,40.85112,-73.93217,2,2,1,1.0,1.0,1,100,7,100.0,10.0,10.0,9.0,10.0,9.0,10.0,1,0.57,1,4,0,0,0,0,0,0
0,1,1,2,40.7443,-73.9714,0,2,0,1.0,1.0,30,1125,2,90.0,7.0,10.0,6.0,8.0,10.0,9.0,1,0.63,1,5,0,0,0,0,0,0
1,1,1,1,40.66581,-73.99439,0,5,0,2.0,3.0,2,14,24,96.0,10.0,10.0,10.0,10.0,9.0,9.0,0,2.01,1,5,0,0,0,0,0,0
0,1,1,1,40.68564,-73.96578000000001,2,2,1,1.0,1.0,2,1125,4,100.0,10.0,8.0,10.0,10.0,10.0,10.0,0,0.33,1,4,0,0,0,0,0,0
1,1,0,3,40.75739,-73.92675,2,2,1,1.0,1.0,1,1125,35,99.0,10.0,9.0,10.0,10.0,10.0,10.0,1,2.87,1,4,0,0,0,0,0,0
1,1,1,1,40.62887,-73.9484,3,1,1,1.0,1.0,1,5,33,100.0,10.0,10.0,10.0,10.0,10.0,10.0,1,2.8,1,5,0,0,0,0,0,0
1,1,1,1,40.67305,-73.92378000000001,2,2,1,1.0,1.0,3,60,23,98.0,10.0,10.0,10.0,10.0,9.0,10.0,0,1.91,1,4,0,0,0,0,0,0
1,1,1,3,40.70062,-73.89975,2,2,1,1.0,2.0,6,15,10,96.0,10.0,9.0,10.0,9.0,8.0,9.0,1,0.82,1,4,0,0,0,0,0,0
0,1,1,2,40.755590000000005,-73.99681,2,2,1,1.0,1.0,1,1125,3,93.0,10.0,9.0,10.0,10.0,10.0,9.0,1,0.26,1,5,0,0,0,0,0,0
0,1,1,2,40.729659999999996,-74.00327,2,2,0,2.0,1.0,1,1125,3,100.0,9.0,9.0,10.0,10.0,10.0,9.0,1,0.32,1,5,0,0,0,0,0,0
1,1,0,1,40.6279,-74.02441,2,1,1,1.0,1.0,2,4,8,95.0,9.0,10.0,10.0,10.0,10.0,10.0,1,0.65,1,4,0,0,0,0,0,0
1,1,1,2,40.83401,-73.94173,2,2,0,1.0,1.0,5,90,23,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0,1.9,1,5,0,0,0,0,0,0
1,1,0,1,40.58095,-73.96297,2,2,1,1.0,1.0,1,1125,11,96.0,10.0,10.0,10.0,10.0,9.0,9.0,1,0.89,2,4,0,0,0,0,0,0
0,1,1,1,40.61949,-73.95661,0,7,0,2.0,7.0,2,28,54,94.0,10.0,9.0,10.0,10.0,10.0,10.0,0,4.48,1,5,0,0,0,0,0,0
0,1,1,1,40.61958,-73.9556,0,6,0,2.0,5.0,2,90,63,95.0,10.0,10.0,10.0,10.0,10.0,9.0,0,5.07,1,5,0,0,0,0,0,0
0,1,1,2,40.73284,-74.00836,2,1,0,2.0,2.0,3,90,3,100.0,10.0,9.0,10.0,10.0,10.0,10.0,0,0.25,3,5,0,0,0,0,0,0
1,1,1,1,40.58162,-73.96297,2,2,1,1.0,1.0,1,3,17,99.0,10.0,10.0,10.0,10.0,10.0,10.0,0,1.4,1,4,0,0,0,0,0,0
1,1,1,0,40.84718,-73.90488,2,4,0,2.0,2.0,2,1125,34,98.0,10.0,10.0,10.0,10.0,10.0,10.0,0,2.84,1,4,0,0,0,0,0,0
0,1,1,2,40.824870000000004,-73.93923000000001,2,2,1,1.0,1.0,1,29,6,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0,0.49,1,4,0,0,0,0,0,0
